Unnamed: 0,Comment text,Class,Repeatedness,Tokens
2261,"thank you for asking me, pewdiepie. in my opinion, you should absolutely get married. yes, you will probably lose 1,5 of your current scroggler amount. however, you can upload videos on marriage and family related topics. can you imagine the growth of this channel, if there will be a baby in the future? can you?! i calculated that the birth of a child is at least 1.2 million new scrogglers worth. oh, i am amazed, man, soooo amazed. this channel could really skyrocket! finally it will be a family-friendly channel. there is a lot of beautiful ad space! i see a lot of potential! so...- thank you for asking me this very private question. of course, i did not watch the video at all, but you can thank me later with a great donation. signed by yourrandominternetdouche",0,21.0,"['thank', 'you', 'for', 'asking', 'me', 'pewdiepie', 'in', 'my', 'opinion', 'you', 'should', 'absolutely', 'get', 'married', 'yes', 'you', 'will', 'probably', 'lose', '1', '5', 'of', 'your', 'current', 'scroggler', 'amount', 'however', 'you', 'can', 'upload', 'videos', 'on', 'marriage', 'and', 'family', 'related', 'topics', 'can', 'you', 'imagine', 'the', 'growth', 'of', 'this', 'channel', 'if', 'there', 'will', 'be', 'a', 'baby', 'in', 'the', 'future', 'can', 'you', 'i', 'calculated', 'that', 'the', 'birth', 'of', 'a', 'child', 'is', 'at', 'least', '1', '2', 'million', 'new', 'scrogglers', 'worth', 'oh', 'i', 'am', 'amazed', 'man', 'soooo', 'amazed', 'this', 'channel', 'could', 'really', 'skyrocket', 'finally', 'it', 'will', 'be', 'a', 'family', 'friendly', 'channel', 'there', 'is', 'a', 'lot', 'of', 'beautiful', 'ad', 'space', 'i', 'see', 'a', 'lot', 'of', 'potential', 'so', 'thank', 'you', 'for', 'asking', 'me', 'this', 'very', 'private', 'question', 'of', 'course', 'i', 'did', 'not', 'watch', 'the', 'video', 'at', 'all', 'but', 'you', 'can', 'thank', 'me', 'later', 'with', 'a', 'great', 'donation', 'signed', 'by', 'yourrandominternetdouche']"
2262, oh my god the suka blyat shirt,0,1.0,"['oh', 'my', 'god', 'the', 'suka', 'blyat', 'shirt']"
2263,im so happy for you both! congratulations felix and marzia all marzipans and bros wish you guys a wonderful married life together ,0,3.0,"['im', 'so', 'happy', 'for', 'you', 'both', 'congratulations', 'felix', 'and', 'marzia', 'all', 'marzipans', 'and', 'bros', 'wish', 'you', 'guys', 'a', 'wonderful', 'married', 'life', 'together']"
2264,don't waste time. i let a lot fo good people go away in my life. now i will die alone and old. get her forever,0,3.0,"['don', 't', 'waste', 'time', 'i', 'let', 'a', 'lot', 'fo', 'good', 'people', 'go', 'away', 'in', 'my', 'life', 'now', 'i', 'will', 'die', 'alone', 'and', 'old', 'get', 'her', 'forever']"
2265,"ooh, where is she from? italy? i think... maybe?.. lucky guess?..",0,5.0,"['ooh', 'where', 'is', 'she', 'from', 'italy', 'i', 'think', 'maybe', 'lucky', 'guess']"
2266,gosh we getting old! congrats tho,0,1.0,"['gosh', 'we', 'getting', 'old', 'congrats', 'tho']"
2267, _timecode look at that face :p,0,2.0,"['_timecode', 'look', 'at', 'that', 'face', 'p']"
2268,congratulations!,0,0.0,['congratulations']
2269,is your pug smell?,0,1.0,"['is', 'your', 'pug', 'smell']"
2270,the best intro more than jakes intro,0,0.0,"['the', 'best', 'intro', 'more', 'than', 'jakes', 'intro']"
2271,what is wrong with her voice,0,0.0,"['what', 'is', 'wrong', 'with', 'her', 'voice']"
2272,awwww look at edgar he's asleep wgole a video aww so cute,0,6.0,"['awwww', 'look', 'at', 'edgar', 'he', 's', 'asleep', 'wgole', 'a', 'video', 'aww', 'so', 'cute']"
2273,the thing that italian do with hands to count how much babies we will have is the same in indonesia too ,0,2.0,"['the', 'thing', 'that', 'italian', 'do', 'with', 'hands', 'to', 'count', 'how', 'much', 'babies', 'we', 'will', 'have', 'is', 'the', 'same', 'in', 'indonesia', 'too']"
2274,i cant believe his sweetness lol,0,2.0,"['i', 'cant', 'believe', 'his', 'sweetness', 'lol']"
2275,best man:edgar,0,0.0,"['best', 'man', 'edgar']"
2276, _timecode matthias and amanda?,0,2.0,"['_timecode', 'matthias', 'and', 'amanda']"
2277,"people saying they're gonna divorce and she'll claim half of his assets, she's a gold-digger, she's cheating on him, etc... you obviously have not watched much of felix and marzia, especially their vlogs. they're so in love with each other that it just makes love so real and wonderful and possible. also, to the people asking ""why is her voice high-pitched?"" i haven't looked this up lately but i remember in a video she said something about nasal issues, which may be factor (smaller airway = higher pitch). it may be her accent or her italian roots. heck, it just might be because she has a high-pitched voice because it's normal for some girls to have high-pitched voices. have you never heard one before? so leave it alone, why don't ya? congrats to the engaged, hope you have a wonderful time!",0,13.0,"['people', 'saying', 'they', 're', 'gonna', 'divorce', 'and', 'she', 'll', 'claim', 'half', 'of', 'his', 'assets', 'she', 's', 'a', 'gold', 'digger', 'she', 's', 'cheating', 'on', 'him', 'etc', 'you', 'obviously', 'have', 'not', 'watched', 'much', 'of', 'felix', 'and', 'marzia', 'especially', 'their', 'vlogs', 'they', 're', 'so', 'in', 'love', 'with', 'each', 'other', 'that', 'it', 'just', 'makes', 'love', 'so', 'real', 'and', 'wonderful', 'and', 'possible', 'also', 'to', 'the', 'people', 'asking', 'why', 'is', 'her', 'voice', 'high', 'pitched', 'i', 'haven', 't', 'looked', 'this', 'up', 'lately', 'but', 'i', 'remember', 'in', 'a', 'video', 'she', 'said', 'something', 'about', 'nasal', 'issues', 'which', 'may', 'be', 'factor', 'smaller', 'airway', 'higher', 'pitch', 'it', 'may', 'be', 'her', 'accent', 'or', 'her', 'italian', 'roots', 'heck', 'it', 'just', 'might', 'be', 'because', 'she', 'has', 'a', 'high', 'pitched', 'voice', 'because', 'it', 's', 'normal', 'for', 'some', 'girls', 'to', 'have', 'high', 'pitched', 'voices', 'have', 'you', 'never', 'heard', 'one', 'before', 'so', 'leave', 'it', 'alone', 'why', 'don', 't', 'ya', 'congrats', 'to', 'the', 'engaged', 'hope', 'you', 'have', 'a', 'wonderful', 'time']"
2278,jellojyles ikr haters gonna hate! like stop hating on her marzia and felix love each other so much they will never divorce,0,3.0,"['jellojyles', 'ikr', 'haters', 'gonna', 'hate', 'like', 'stop', 'hating', 'on', 'her', 'marzia', 'and', 'felix', 'love', 'each', 'other', 'so', 'much', 'they', 'will', 'never', 'divorce']"
2279,i love how this video is trending in our country at 35 while marzia's video about the proposal is trending at 36,0,0.0,"['i', 'love', 'how', 'this', 'video', 'is', 'trending', 'in', 'our', 'country', 'at', '35', 'while', 'marzia', 's', 'video', 'about', 'the', 'proposal', 'is', 'trending', 'at', '36']"
2280,"this made me tear up a little. been watching both of your channels for such a long time and when i received the news, it was just so.....beautiful. congratulations once more and stay lovely. :) 3",0,9.0,"['this', 'made', 'me', 'tear', 'up', 'a', 'little', 'been', 'watching', 'both', 'of', 'your', 'channels', 'for', 'such', 'a', 'long', 'time', 'and', 'when', 'i', 'received', 'the', 'news', 'it', 'was', 'just', 'so', 'beautiful', 'congratulations', 'once', 'more', 'and', 'stay', 'lovely', '3']"
2281,vafanculo felix,0,0.0,"['vafanculo', 'felix']"
2282,felix has been stolen from youtube by this... this woman with a high pitched voice!!!,0,5.0,"['felix', 'has', 'been', 'stolen', 'from', 'youtube', 'by', 'this', 'this', 'woman', 'with', 'a', 'high', 'pitched', 'voice']"
2283,"pewdz, at your age your ready to get married... if this happens... don't forget to invite me at your wedding! i'm zi bess flower girl! ",0,8.0,"['pewdz', 'at', 'your', 'age', 'your', 'ready', 'to', 'get', 'married', 'if', 'this', 'happens', 'don', 't', 'forget', 'to', 'invite', 'me', 'at', 'your', 'wedding', 'i', 'm', 'zi', 'bess', 'flower', 'girl']"
2284,best man - edgar maid of honor - maya,0,0.0,"['best', 'man', 'edgar', 'maid', 'of', 'honor', 'maya']"
2285,luna,0,0.0,['luna']
2286,the tone of his voice triggers me. he seems to be a douche.,0,2.0,"['the', 'tone', 'of', 'his', 'voice', 'triggers', 'me', 'he', 'seems', 'to', 'be', 'a', 'douche']"
2287,crrrrrrrrryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,43.0,['crrrrrrrrryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy']
2288,ultimate soy boy,0,0.0,"['ultimate', 'soy', 'boy']"
2289,how can i block this channel?,0,1.0,"['how', 'can', 'i', 'block', 'this', 'channel']"
2290,congratulations i'm happy for you guys,0,1.0,"['congratulations', 'i', 'm', 'happy', 'for', 'you', 'guys']"
2291,just dont be stupid and get a prenup. if not in ten hrs she will take half your money for essentially doing nothing. blows my mind when people with a lot of money think they dont need it. but we love each other! dont be an idiot. being logical in no means doesnt mean you dont love someone or trust them. ill check back in a few years when youre whining on a video about divorce. see if you were smart enough to not be stupid. ,0,6.0,"['just', 'dont', 'be', 'stupid', 'and', 'get', 'a', 'prenup', 'if', 'not', 'in', 'ten', 'hrs', 'she', 'will', 'take', 'half', 'your', 'money', 'for', 'essentially', 'doing', 'nothing', 'blows', 'my', 'mind', 'when', 'people', 'with', 'a', 'lot', 'of', 'money', 'think', 'they', 'dont', 'need', 'it', 'but', 'we', 'love', 'each', 'other', 'dont', 'be', 'an', 'idiot', 'being', 'logical', 'in', 'no', 'means', 'doesnt', 'mean', 'you', 'dont', 'love', 'someone', 'or', 'trust', 'them', 'ill', 'check', 'back', 'in', 'a', 'few', 'years', 'when', 'youre', 'whining', 'on', 'a', 'video', 'about', 'divorce', 'see', 'if', 'you', 'were', 'smart', 'enough', 'to', 'not', 'be', 'stupid']"
2292,"i like how maya reacts to it all. ""yeah well im trying to sleep, do you mind?""",0,3.0,"['i', 'like', 'how', 'maya', 'reacts', 'to', 'it', 'all', 'yeah', 'well', 'im', 'trying', 'to', 'sleep', 'do', 'you', 'mind']"
2293,"love your vlogs, brill channel",0,2.0,"['love', 'your', 'vlogs', 'brill', 'channel']"
2294,she sounds like a new born cat meowing,0,0.0,"['she', 'sounds', 'like', 'a', 'new', 'born', 'cat', 'meowing']"
2295,"dammit, i love them. sniffs",0,2.0,"['dammit', 'i', 'love', 'them', 'sniffs']"
2296,god bless your marriage ,0,4.0,"['god', 'bless', 'your', 'marriage']"
2297,!!!trending!!!,0,6.0,['trending']
2298,sleeping maya in the side is so cuteee,0,3.0,"['sleeping', 'maya', 'in', 'the', 'side', 'is', 'so', 'cuteee']"
2299,"""no it's the same as every day""",0,0.0,"['no', 'it', 's', 'the', 'same', 'as', 'every', 'day']"
2300,oh damn it she look so old,0,1.0,"['oh', 'damn', 'it', 'she', 'look', 'so', 'old']"
2301,"pewdie this is the thing i tell every couple that before they get married go to marriage counselling and after they tied the knot go to marriage counselling. this means find that old couple who's been married for 30 years and neither one of them have experienced divorce and learn from them. just cause you found your ""soul mate"" don't mean shit. marriage takes work, love takes sacrifice and commitment. if your not ready for that then don't, but however if you are don't wait get married.",0,11.0,"['pewdie', 'this', 'is', 'the', 'thing', 'i', 'tell', 'every', 'couple', 'that', 'before', 'they', 'get', 'married', 'go', 'to', 'marriage', 'counselling', 'and', 'after', 'they', 'tied', 'the', 'knot', 'go', 'to', 'marriage', 'counselling', 'this', 'means', 'find', 'that', 'old', 'couple', 'who', 's', 'been', 'married', 'for', '30', 'years', 'and', 'neither', 'one', 'of', 'them', 'have', 'experienced', 'divorce', 'and', 'learn', 'from', 'them', 'just', 'cause', 'you', 'found', 'your', 'soul', 'mate', 'don', 't', 'mean', 'shit', 'marriage', 'takes', 'work', 'love', 'takes', 'sacrifice', 'and', 'commitment', 'if', 'your', 'not', 'ready', 'for', 'that', 'then', 'don', 't', 'but', 'however', 'if', 'you', 'are', 'don', 't', 'wait', 'get', 'married']"
2302,cyka blyat,0,0.0,"['cyka', 'blyat']"
2303,"time fastly goes by, remember 2013 pewds?",0,0.0,"['time', 'fastly', 'goes', 'by', 'remember', '2013', 'pewds']"
2304,in philippines we also have that belief on wrists on how many kids a person would have lol,0,1.0,"['in', 'philippines', 'we', 'also', 'have', 'that', 'belief', 'on', 'wrists', 'on', 'how', 'many', 'kids', 'a', 'person', 'would', 'have', 'lol']"
2305,hi family bye youtube sad but true xoxad,0,5.0,"['hi', 'family', 'bye', 'youtube', 'sad', 'but', 'true', 'xoxad']"
2306,at _timecode - that looks like a kiss mark right in the middle of marzia's neck,0,4.0,"['at', '_timecode', 'that', 'looks', 'like', 'a', 'kiss', 'mark', 'right', 'in', 'the', 'middle', 'of', 'marzia', 's', 'neck']"
2307,matthias already named his child luna,0,1.0,"['matthias', 'already', 'named', 'his', 'child', 'luna']"
2308,im going to have 223 kids this video helped me a lot,0,1.0,"['im', 'going', 'to', 'have', '223', 'kids', 'this', 'video', 'helped', 'me', 'a', 'lot']"
2309,whooooooooooooooooooo,1,18.0,['whooooooooooooooooooo']
2310,i hope she doesn't believe in feminism,0,0.0,"['i', 'hope', 'she', 'doesn', 't', 'believe', 'in', 'feminism']"
2311, _timecode meme review,0,1.0,"['_timecode', 'meme', 'review']"
2312,i bet you won't pin this.,0,0.0,"['i', 'bet', 'you', 'won', 't', 'pin', 'this']"
2313,im sorry there is already a luna. mathias channel,0,2.0,"['im', 'sorry', 'there', 'is', 'already', 'a', 'luna', 'mathias', 'channel']"
2314,19 on trending!!! they make me so happy!!,0,4.0,"['19', 'on', 'trending', 'they', 'make', 'me', 'so', 'happy']"
2315,ohhhhh damn boi wtf they're finally getting married!!,0,8.0,"['ohhhhh', 'damn', 'boi', 'wtf', 'they', 're', 'finally', 'getting', 'married']"
2316,on trending xd holy shit,0,0.0,"['on', 'trending', 'xd', 'holy', 'shit']"
2317, oh my god !!! i'm so happy for you two!! you are so cute together!!!,0,6.0,"['oh', 'my', 'god', 'i', 'm', 'so', 'happy', 'for', 'you', 'two', 'you', 'are', 'so', 'cute', 'together']"
2318,vjjkjjkkk,1,4.0,['vjjkjjkkk']
2319,fucking finally,0,1.0,"['fucking', 'finally']"
2320,isn't matthias's daughter named luna?,0,1.0,"['isn', 't', 'matthias', 's', 'daughter', 'named', 'luna']"
2321,"they look so cute,im puking",0,1.0,"['they', 'look', 'so', 'cute', 'im', 'puking']"
2322,name you kid brad 3,0,0.0,"['name', 'you', 'kid', 'brad', '3']"
2323,this is in trending in every country,0,0.0,"['this', 'is', 'in', 'trending', 'in', 'every', 'country']"
2324,yes,0,0.0,['yes']
2325,can't wait for baby poods,0,1.0,"['can', 't', 'wait', 'for', 'baby', 'poods']"
2326,matthias has a baby daughter called luna already. sorry to tell you pewds.,0,4.0,"['matthias', 'has', 'a', 'baby', 'daughter', 'called', 'luna', 'already', 'sorry', 'to', 'tell', 'you', 'pewds']"
2327,yesssss!!!,0,6.0,['yesssss']
2328,noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo! sad day for every one no more lets plays! nnoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!,1,313.0,"['noooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo', 'sad', 'day', 'for', 'every', 'one', 'no', 'more', 'lets', 'plays', 'nnoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo']"
2329,do they know about matthias taking the name luna first xd,0,1.0,"['do', 'they', 'know', 'about', 'matthias', 'taking', 'the', 'name', 'luna', 'first', 'xd']"
2330,"""vaffanculo felix"" so proud of you, your italian is perfect my boy",0,1.0,"['vaffanculo', 'felix', 'so', 'proud', 'of', 'you', 'your', 'italian', 'is', 'perfect', 'my', 'boy']"
2331,7 years wow she better get half of everything,0,1.0,"['7', 'years', 'wow', 'she', 'better', 'get', 'half', 'of', 'everything']"
2332, _timecode meme review,0,0.0,"['_timecode', 'meme', 'review']"
2333,follow jesus first .... then get married. get god's wisdom first!,0,5.0,"['follow', 'jesus', 'first', 'then', 'get', 'married', 'get', 'god', 's', 'wisdom', 'first']"
2334,felix looks so happy ,0,3.0,"['felix', 'looks', 'so', 'happy']"
2335,yaaaaaaaaay,0,8.0,['yaaaaaaaaay']
2336,there is nothing in a marriage for a man. stay single guys. half of first marriages fail.,0,4.0,"['there', 'is', 'nothing', 'in', 'a', 'marriage', 'for', 'a', 'man', 'stay', 'single', 'guys', 'half', 'of', 'first', 'marriages', 'fail']"
2337,lmfao is that maya lying down face first on the bed,0,0.0,"['lmfao', 'is', 'that', 'maya', 'lying', 'down', 'face', 'first', 'on', 'the', 'bed']"
2338,congrats bro,0,0.0,"['congrats', 'bro']"
2339,best man jack ring bearer mark,0,0.0,"['best', 'man', 'jack', 'ring', 'bearer', 'mark']"
2340,isn't matthias's baby girl named luna?,0,1.0,"['isn', 't', 'matthias', 's', 'baby', 'girl', 'named', 'luna']"
2341, you copy favij!!,0,1.0,"['you', 'copy', 'favij']"
2342,do you guys have anything in common? besides working out.,0,1.0,"['do', 'you', 'guys', 'have', 'anything', 'in', 'common', 'besides', 'working', 'out']"
2343,congratz !!! why maya doesnt seems so excited tho lol,0,3.0,"['congratz', 'why', 'maya', 'doesnt', 'seems', 'so', 'excited', 'tho', 'lol']"
2344, oh my god best wishes (marzia x pewds shipper for almost 5 years),0,3.0,"['oh', 'my', 'god', 'best', 'wishes', 'marzia', 'x', 'pewds', 'shipper', 'for', 'almost', '5', 'years']"
2345,i hope felix will say funny things at the wedding,0,3.0,"['i', 'hope', 'felix', 'will', 'say', 'funny', 'things', 'at', 'the', 'wedding']"
2346,omggg cuuuteeeplease adopt me or invite me ,0,13.0,"['omggg', 'cuuuteeeplease', 'adopt', 'me', 'or', 'invite', 'me']"
2347,luna(moon in latin) and tsuki(moon in japanese) hmmm,0,4.0,"['luna', 'moon', 'in', 'latin', 'and', 'tsuki', 'moon', 'in', 'japanese', 'hmmm']"
2348,"i love that shirt, i want it",0,0.0,"['i', 'love', 'that', 'shirt', 'i', 'want', 'it']"
2349,i love them as a couple more than i love a lot of things,0,0.0,"['i', 'love', 'them', 'as', 'a', 'couple', 'more', 'than', 'i', 'love', 'a', 'lot', 'of', 'things']"
2350,does pewds not like to be touched,0,0.0,"['does', 'pewds', 'not', 'like', 'to', 'be', 'touched']"
2351,now i'm not saying she's a gold digger........,0,8.0,"['now', 'i', 'm', 'not', 'saying', 'she', 's', 'a', 'gold', 'digger']"
